Index,ctrgcn-B,ctrgcn-BM,ctrgcn-J,ctrgcn-JM,mstgcn-B,mstgcn-BM,mstgcn-J,mstgcn-JM,skkmixf-B,skkmixf-J,skmixf-B,skmixf-BM,skmixf-J,skmixf-JM,tdgcn-B,tdgcn-BM,tdgcn-J,tdgcn-JM,tegcn-B,tegcn-J
325,10,9,10,45,28,1,28,111,128,25,48,32,9,32,28,51,48,14,28,28
326,17,5,17,140,17,140,17,140,149,149,17,31,17,140,17,5,17,5,17,17
327,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,124,123,123,53,123
328,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62
329,95,96,88,82,89,82,81,148,86,85,95,90,84,89,88,82,88,88,79,85
330,104,105,104,120,104,99,99,104,99,104,104,99,104,105,104,105,104,120,104,104
331,95,77,95,98,95,98,95,98,77,95,95,98,95,77,95,77,95,77,95,95
332,43,118,43,118,43,72,43,38,118,43,43,118,43,118,43,118,43,72,43,43
333,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
334,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
335,88,88,88,88,88,81,88,84,88,88,88,84,81,84,88,84,88,88,88,84
336,42,42,42,42,42,42,42,42,42,42,42,114,42,42,42,42,42,42,42,42
337,84,84,84,84,84,75,84,84,84,84,84,75,84,76,84,84,84,84,84,84
338,89,98,94,74,148,98,94,74,134,94,94,89,94,98,94,79,94,75,133,88
339,56,69,46,60,56,124,46,122,124,6,20,124,69,112,21,112,46,122,50,6
340,30,39,30,65,30,2,30,30,30,30,100,103,30,23,30,39,30,69,30,30
341,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
342,77,77,77,77,77,95,77,77,95,77,95,95,77,95,77,77,77,77,95,77
343,79,79,148,90,146,130,74,146,79,79,81,95,148,86,79,97,11,77,79,79
344,36,38,36,41,36,38,36,36,68,36,24,68,36,41,36,36,36,38,36,36
345,19,128,19,128,0,128,117,136,145,140,35,71,140,128,139,128,139,143,140,140
346,124,128,124,128,46,142,128,141,124,128,128,128,128,128,128,54,124,141,128,128
347,61,61,61,61,61,20,61,61,61,61,61,60,61,61,61,61,61,61,61,61
348,23,46,23,59,127,30,30,22,30,30,59,127,23,127,23,72,22,23,46,127
349,63,67,62,47,63,144,47,67,63,47,47,47,47,47,63,144,63,47,63,145
350,6,6,6,3,6,6,6,6,6,6,6,61,6,6,6,127,6,6,6,6
351,114,114,114,114,114,143,114,106,114,114,114,143,114,106,114,114,114,114,114,114
352,112,112,112,112,112,112,112,119,112,112,112,112,112,112,112,112,112,112,112,112
353,150,30,24,30,150,20,150,30,24,150,150,21,150,30,150,30,24,30,24,24
354,5,62,118,63,43,14,19,30,118,43,118,102,118,12,118,72,43,17,2,117
355,7,7,7,7,7,7,7,66,7,7,7,7,7,7,7,7,7,22,7,7
356,151,46,136,46,151,46,136,51,53,138,52,6,136,29,136,49,137,46,137,128
357,126,128,51,137,137,136,137,128,126,149,30,128,100,136,126,128,126,126,51,51
358,142,48,142,123,123,128,142,142,47,142,142,142,142,142,133,88,133,88,122,122
359,10,111,72,69,10,128,9,111,9,25,57,128,9,69,72,111,9,56,9,9
360,100,67,62,68,69,58,30,131,109,67,30,67,67,115,30,69,30,78,30,62
361,101,139,101,139,101,139,139,139,101,101,101,139,101,101,101,139,101,139,101,101
362,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
363,46,46,46,141,46,22,46,127,46,46,46,127,46,46,46,127,46,46,46,46
364,23,137,23,61,137,128,66,137,137,66,66,122,71,137,137,138,121,137,71,71
365,8,60,57,58,48,23,57,23,22,42,42,22,57,58,42,72,57,22,28,127
366,9,30,9,9,9,9,35,10,1,10,47,9,47,142,25,1,47,71,145,144
367,124,123,122,124,124,141,124,128,124,124,124,123,124,151,124,141,136,141,124,124
368,37,2,2,2,37,37,37,2,37,37,37,37,37,37,37,2,2,2,37,37
369,36,0,36,43,36,24,36,43,24,36,36,41,36,43,36,43,36,43,36,125
370,125,24,45,41,125,47,64,47,34,125,36,125,125,100,125,125,125,43,45,27
371,5,23,5,16,5,16,5,5,5,5,5,23,5,16,5,16,5,23,5,5
372,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
373,96,96,96,135,96,96,96,135,96,96,96,135,96,96,96,96,96,96,96,96
374,15,15,15,16,15,16,15,15,15,144,144,15,15,15,15,15,15,15,15,15
375,91,96,91,86,93,91,91,86,91,91,91,98,91,132,91,79,90,74,91,91
376,52,4,151,124,151,54,54,122,111,110,137,122,122,122,128,128,151,122,54,54
377,24,139,43,150,72,144,40,142,47,31,43,128,40,58,118,65,43,24,43,2
378,127,6,127,72,10,8,128,128,28,127,142,142,127,128,142,128,127,126,7,63
379,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147
380,54,51,54,6,54,53,54,49,53,54,54,151,54,6,54,49,54,49,54,54
381,13,13,13,13,13,13,13,18,13,13,13,13,13,13,13,13,13,13,13,13
382,26,19,116,19,142,142,31,2,122,49,142,142,122,29,142,128,2,150,51,142
383,127,126,127,126,127,46,127,142,102,46,8,127,46,30,127,23,127,46,93,127
384,45,105,142,38,106,44,143,150,57,150,104,57,150,150,57,150,23,45,126,150
385,133,78,133,131,133,134,133,79,133,88,133,133,134,133,133,75,133,80,97,88
386,128,128,128,53,122,53,123,122,53,128,123,122,128,128,128,124,128,53,123,128
387,144,151,13,104,144,150,13,71,102,13,144,142,13,110,144,69,13,104,13,150
388,45,25,45,53,45,25,45,9,45,45,44,111,45,48,45,25,45,45,45,45
389,57,30,57,32,57,30,57,30,21,57,57,25,57,103,57,30,57,30,57,57
390,57,25,57,25,57,25,57,25,57,57,57,25,57,25,57,25,57,25,57,57
391,85,85,85,81,77,81,77,77,77,95,78,81,95,130,85,77,81,77,77,95
392,111,119,111,110,111,110,114,110,110,111,110,112,111,110,110,106,111,106,111,55
393,85,84,84,84,87,84,85,84,84,84,85,75,84,85,85,84,84,84,84,84
394,133,133,133,133,133,133,133,133,133,133,133,133,88,133,133,133,133,133,134,88
395,103,129,39,72,72,126,115,137,129,39,116,137,39,129,39,137,116,129,26,116
396,142,142,142,126,71,126,128,141,142,142,142,142,142,144,142,142,142,126,141,7
397,144,70,144,42,144,144,144,102,144,144,144,102,144,144,144,144,144,11,37,37
398,87,74,83,83,77,79,83,79,81,77,78,79,98,79,81,79,77,133,82,82
399,133,97,133,48,133,48,133,123,133,133,133,47,47,133,133,133,133,133,82,134
400,72,129,72,72,72,129,72,129,72,72,72,105,72,105,72,115,72,129,72,72
401,128,128,128,128,128,122,128,128,128,128,128,128,46,128,128,128,128,128,128,128
402,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
403,5,5,17,5,17,65,5,5,5,5,5,118,5,118,5,17,5,5,5,5
404,23,23,17,11,145,29,17,16,21,149,31,66,17,20,145,16,145,29,116,17
405,133,133,88,123,142,128,133,88,133,133,88,47,88,133,133,142,133,96,82,130
406,8,102,127,12,127,127,127,150,56,42,8,46,102,127,102,46,127,28,42,57
407,86,86,98,87,98,86,98,86,98,98,98,74,98,75,98,87,86,87,86,98
408,0,2,0,2,0,2,0,37,0,0,0,70,0,64,0,2,0,31,0,0
409,122,122,122,122,122,124,122,122,122,122,122,124,124,124,122,122,122,46,122,122
410,130,131,130,131,130,131,130,131,131,130,130,93,130,93,130,93,95,130,95,130
411,22,22,22,59,22,20,22,59,22,22,22,59,22,103,22,59,22,22,22,22
412,142,133,142,88,142,150,143,148,142,137,142,47,150,23,142,142,145,150,126,48
413,9,9,10,32,9,25,48,9,9,10,9,127,10,9,9,32,10,9,9,9
414,137,4,4,7,137,4,122,7,122,142,122,4,122,137,137,4,122,116,122,47
415,47,47,47,47,47,47,47,47,47,47,47,9,47,102,47,47,47,47,47,47
416,29,29,29,63,29,29,29,50,29,29,29,29,29,29,29,50,29,29,29,29
417,12,139,47,139,58,139,144,23,144,12,150,58,12,139,111,139,47,58,12,144
418,130,130,130,130,130,95,130,130,95,130,130,130,130,130,130,130,130,130,130,130
419,123,123,133,123,142,128,142,122,123,142,123,123,47,47,133,88,142,88,123,142
420,100,56,56,108,100,108,54,62,108,100,30,30,45,45,100,56,45,30,45,45
421,135,79,83,87,83,148,83,81,96,82,79,97,135,79,96,97,148,94,83,82
422,11,11,11,11,11,11,11,12,12,11,11,12,11,11,11,144,11,11,11,11
423,53,124,122,123,53,124,123,124,123,54,122,124,123,123,123,124,53,124,124,124
424,45,45,45,45,45,56,45,45,45,45,45,56,45,45,45,56,45,25,45,45
425,88,133,142,48,142,128,122,123,47,142,88,133,142,133,133,88,47,48,123,122
426,88,133,6,142,142,128,4,55,47,142,142,47,142,142,133,142,137,88,123,88
427,21,69,21,21,21,21,12,56,56,12,21,69,12,56,21,56,21,56,12,21
428,96,96,96,80,96,80,80,96,96,96,80,80,96,96,96,96,96,96,96,96
429,38,37,38,38,38,31,38,36,40,38,40,31,41,31,38,38,38,38,38,41
430,3,5,3,3,3,3,3,3,3,3,5,21,3,117,3,3,3,5,3,3
431,71,69,71,128,69,69,71,136,69,69,69,71,69,128,71,69,69,128,71,69
432,154,12,154,12,35,57,154,100,154,154,140,11,154,112,154,57,154,33,154,154
433,102,102,102,102,102,102,102,108,102,102,102,109,102,102,102,102,102,102,108,102
434,99,73,73,126,99,53,99,21,73,99,99,99,99,73,99,3,73,149,73,99
435,145,14,145,14,14,14,14,14,14,145,145,14,145,14,35,14,14,14,14,14
436,34,34,34,72,34,34,34,1,34,34,34,102,34,34,34,34,35,34,34,34
437,70,70,70,70,70,70,70,70,70,70,70,72,70,70,70,70,70,70,70,70
438,13,47,13,47,13,34,13,47,13,13,13,47,13,13,13,47,13,47,13,13
439,36,24,36,41,36,68,36,24,36,36,36,25,36,38,36,24,36,38,36,36
440,127,46,127,6,127,53,127,53,46,127,127,46,36,141,46,46,15,46,127,127
441,10,126,10,10,10,126,151,137,137,10,10,142,52,128,10,126,10,128,9,10
442,45,68,68,45,68,47,68,68,24,45,68,45,45,45,68,54,68,71,68,68
443,56,45,56,18,56,45,56,3,56,56,56,21,56,21,56,3,56,21,56,56
444,78,90,85,84,84,74,84,90,85,85,78,86,85,85,84,84,85,84,84,85
445,97,79,97,97,97,84,97,97,97,97,131,98,97,97,97,95,97,97,97,97
446,122,124,128,124,128,128,122,128,123,122,123,128,128,128,124,54,122,122,122,122
447,130,146,78,130,146,130,78,95,130,130,78,130,130,130,130,130,130,130,130,85
448,123,123,133,123,123,123,4,88,123,123,123,123,123,47,133,88,133,88,122,88
449,137,126,137,137,137,137,137,137,137,137,137,126,137,138,137,71,137,137,137,137
450,69,12,69,69,69,69,69,69,69,69,69,109,69,12,69,35,69,56,69,69
451,33,33,33,33,33,57,33,33,33,33,33,18,33,33,33,8,33,33,33,33
452,89,93,81,134,89,134,130,95,134,77,76,97,148,97,84,134,84,95,81,97
453,149,102,149,102,149,118,126,118,149,126,140,102,126,69,149,126,149,126,149,73
454,60,122,127,6,127,46,127,6,124,127,13,10,127,137,127,52,127,46,127,127
455,21,21,56,13,21,21,21,3,21,21,21,20,21,100,21,27,56,55,21,56
456,125,41,68,125,153,118,153,41,125,36,36,72,36,41,54,31,68,36,36,68
457,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
458,46,46,46,46,46,46,46,46,46,46,124,46,46,46,46,46,46,46,46,46
459,122,128,122,122,122,122,136,122,122,138,126,128,138,122,122,128,122,122,136,138
460,136,136,137,136,137,142,136,136,136,137,137,142,137,136,137,124,137,136,136,137
461,124,123,123,123,124,151,123,151,122,123,124,142,123,123,124,141,124,46,124,124
462,127,126,37,52,127,126,35,149,127,15,13,33,16,149,0,17,25,8,37,101
463,46,123,46,122,122,124,122,122,124,46,123,122,123,124,122,122,46,122,128,7
464,150,144,150,13,150,43,150,150,34,150,41,18,150,102,150,13,150,35,150,41
465,33,12,33,72,33,66,33,23,33,33,33,23,33,44,33,23,33,23,33,33
466,149,149,149,149,149,17,149,149,149,17,149,149,17,149,149,149,149,17,17,17
467,30,126,30,103,23,20,60,126,137,30,30,72,30,126,60,126,60,121,21,21
468,61,61,61,61,61,20,61,61,61,61,61,61,61,61,61,61,61,61,61,61
469,30,30,30,30,30,30,30,30,30,30,30,30,30,25,30,30,30,30,30,30
470,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133
471,28,48,48,48,28,8,28,8,48,28,48,8,48,48,48,48,48,8,48,48
472,43,118,118,36,124,114,36,112,36,118,118,36,118,112,109,93,42,37,117,12
473,97,94,97,97,97,94,94,94,94,94,97,94,94,94,94,97,94,94,94,134
474,57,102,33,8,57,28,33,57,28,33,57,8,57,100,33,100,33,33,57,33
475,11,67,11,1,11,2,37,15,122,37,2,124,37,112,37,144,15,112,37,116
476,110,71,70,100,67,71,70,111,47,67,128,67,67,111,110,70,67,37,101,67
477,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,6
478,47,57,47,57,47,33,47,57,47,47,47,28,47,100,47,57,47,57,125,18
479,24,62,24,62,24,36,24,62,36,24,24,144,24,36,24,24,24,36,24,24
480,110,106,110,110,110,110,110,73,110,110,110,55,110,106,110,106,110,105,110,110
481,1,36,1,64,1,68,1,64,1,1,1,44,1,1,1,62,1,36,1,1
482,33,40,33,47,33,27,33,36,18,33,33,38,33,62,33,36,33,38,117,31
483,133,133,133,123,133,123,142,131,133,133,88,47,47,133,133,88,133,133,14,82
484,88,123,142,123,142,128,142,122,47,122,88,47,142,51,133,142,47,133,123,142
485,126,154,126,109,126,126,126,126,126,126,126,9,126,58,126,32,126,113,126,126
486,65,16,65,65,65,64,65,16,65,65,63,16,65,16,65,5,65,65,65,65
487,30,30,30,30,3,30,3,20,30,3,30,30,30,64,30,30,30,30,30,3
488,133,133,133,133,133,94,133,88,133,133,133,133,88,133,133,133,133,133,133,133
489,4,50,4,50,4,53,4,29,4,4,4,4,4,4,4,4,4,4,4,4
490,48,8,25,28,48,28,10,57,28,25,48,10,25,28,48,32,48,32,9,9
491,140,17,140,16,140,17,140,5,140,17,140,140,5,17,5,17,140,17,140,5
492,57,143,143,126,143,11,143,69,143,150,150,126,143,150,57,128,143,142,101,143
493,16,16,16,16,16,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16
494,139,73,139,139,139,73,139,139,139,101,139,139,139,139,139,139,139,139,139,139
495,78,85,146,78,78,85,78,85,85,78,86,146,146,85,78,85,78,85,146,146
496,59,59,59,59,150,59,150,59,59,150,150,59,59,59,59,59,59,59,59,59
497,142,123,137,137,142,128,137,122,128,137,142,142,137,6,142,122,142,122,136,32
498,73,143,143,143,73,11,143,143,143,143,143,12,143,143,73,143,143,143,106,143
499,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
500,109,58,109,58,109,103,109,109,109,109,109,103,109,109,109,109,109,109,109,109
501,122,53,124,53,122,53,124,53,122,122,46,122,122,123,124,123,124,123,53,124
502,137,126,137,137,137,126,137,123,122,137,122,126,137,122,137,137,137,142,126,137
503,64,30,23,103,23,30,23,30,30,23,30,20,23,103,7,30,23,103,30,64
504,57,11,35,149,68,140,11,137,145,35,20,62,35,11,145,144,12,108,57,69
505,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97
506,10,13,10,139,10,139,10,139,28,57,28,28,57,101,10,144,10,30,9,9
507,4,4,4,29,4,29,4,50,4,4,4,4,49,4,4,4,49,4,4,4
508,133,133,88,123,133,133,133,88,133,133,88,47,47,133,133,142,133,133,14,82
509,142,133,6,40,142,142,142,23,142,142,88,148,142,34,48,150,142,28,119,32
510,142,150,142,97,142,142,142,142,142,142,142,47,142,142,142,150,142,10,142,142
511,140,140,140,140,140,140,140,140,140,140,140,105,140,113,140,140,140,140,140,140
512,16,35,14,145,16,35,16,15,16,15,16,145,14,35,16,35,14,35,14,16
513,11,42,11,11,11,42,11,12,12,11,11,12,11,11,11,48,11,139,11,11
514,120,11,113,146,117,105,117,5,120,113,113,99,117,55,149,69,117,39,116,113
515,54,122,53,124,124,53,36,53,53,54,36,124,54,123,124,124,46,123,123,128
516,85,84,85,82,88,82,85,80,84,85,85,95,85,82,84,84,85,84,85,85
517,129,129,129,129,129,129,129,136,129,129,129,56,129,129,129,129,129,129,129,129
518,35,18,35,66,13,102,144,150,145,35,145,47,13,13,35,13,145,13,105,144
519,111,111,111,111,111,111,111,111,111,111,111,73,111,111,111,111,111,111,111,111
520,127,46,127,6,127,46,9,46,44,127,127,1,127,46,127,46,127,46,127,33
521,53,123,53,128,53,123,53,128,53,53,53,122,53,128,53,123,53,128,53,53
522,36,38,36,36,36,38,36,40,36,36,64,38,64,36,36,36,36,100,37,38
523,44,9,53,10,44,1,53,9,53,44,9,10,44,9,53,9,53,9,44,53
524,45,70,45,108,45,108,45,39,33,34,45,111,45,70,45,18,45,108,45,45
525,130,146,130,135,146,79,130,91,74,93,133,97,133,90,146,146,133,132,74,78
526,58,118,108,118,108,30,108,118,72,108,58,30,58,69,108,118,108,30,17,5
527,108,112,55,67,102,102,114,37,108,108,108,108,108,108,108,120,108,105,55,108
528,31,2,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
529,66,16,66,138,138,142,66,66,66,66,138,60,66,20,138,66,66,66,66,66
530,102,109,102,102,102,109,102,109,102,102,102,102,102,102,102,102,102,109,102,102
531,32,23,44,0,32,19,32,16,21,32,100,14,32,19,21,16,44,116,114,139
532,48,79,9,113,57,111,153,113,129,153,27,102,153,113,48,120,150,113,44,153
533,36,27,38,62,36,45,38,125,36,36,38,62,36,27,36,27,38,62,36,45
534,63,63,63,63,63,63,63,63,63,63,63,34,63,63,63,63,63,63,63,63
535,67,67,67,67,67,67,15,67,67,67,67,67,67,67,67,67,67,67,67,67
536,139,40,139,47,1,1,42,35,102,153,8,102,1,109,1,18,154,35,42,18
537,30,68,3,68,30,68,3,3,25,3,30,30,3,3,30,3,3,20,30,3
538,23,7,6,58,6,7,6,152,6,6,6,7,6,58,6,46,6,23,6,6
539,69,67,63,64,41,62,4,137,62,64,64,62,64,66,65,64,66,62,64,64
540,139,136,100,103,139,137,103,126,139,103,57,128,103,137,139,137,58,103,149,139
541,123,123,123,123,123,123,123,123,124,124,123,122,123,123,124,124,123,124,123,123
542,46,101,127,47,123,4,6,112,143,127,123,31,60,143,6,7,127,39,145,6
543,71,71,71,29,71,71,71,29,4,71,71,29,71,71,71,50,71,29,51,51
544,134,134,134,134,134,134,134,134,134,134,134,97,134,134,134,134,130,134,130,134
545,81,81,81,81,81,81,81,81,82,81,81,85,81,77,81,81,81,81,81,81
546,13,14,13,14,14,14,14,14,14,13,13,13,13,14,14,13,13,14,13,13
547,119,119,119,112,119,112,119,119,119,119,119,112,119,112,119,119,119,119,119,119
548,116,117,107,117,99,117,99,117,117,107,107,119,107,66,107,37,116,117,105,55
549,48,28,48,115,48,18,48,18,28,9,57,47,9,42,48,128,48,42,28,48
550,133,133,133,123,133,128,123,128,47,133,133,47,123,123,133,133,133,88,82,134
551,40,129,40,43,40,43,40,112,118,40,40,39,40,43,40,129,40,118,40,40
552,111,111,110,144,101,111,111,55,102,110,111,111,111,118,111,70,111,70,111,111
553,23,20,23,23,23,23,30,30,23,23,30,20,23,23,23,20,23,23,23,23
554,150,67,150,120,150,112,150,30,30,30,55,101,108,112,102,143,150,58,105,112
555,98,134,135,97,74,134,130,94,76,135,130,97,78,77,76,134,130,93,78,80
556,46,141,46,46,46,141,46,141,124,46,46,124,46,124,46,141,46,124,46,46
557,96,131,96,134,96,134,96,131,96,96,96,78,96,130,96,130,96,134,96,96
558,67,97,62,36,125,124,65,64,125,62,36,36,62,112,36,36,67,122,37,37
559,34,144,47,150,144,144,47,15,125,125,65,144,42,33,144,144,47,27,34,125
560,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
561,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,135,83,83,83,83
562,60,3,5,116,3,116,3,3,3,3,21,21,5,41,60,3,121,116,5,5
563,108,23,108,23,23,23,23,23,23,108,30,59,108,58,30,23,108,23,43,108
564,143,143,143,143,143,143,143,106,143,143,143,143,143,114,143,114,143,143,143,143
565,109,124,124,124,124,124,46,109,127,36,109,36,50,112,124,93,46,110,109,50
566,4,51,4,51,4,49,4,4,4,4,4,54,4,4,4,51,4,4,4,4
567,130,79,130,87,130,95,130,95,130,77,130,95,74,77,130,95,130,77,130,95
568,31,37,31,37,31,40,31,31,31,31,31,41,31,31,31,31,31,39,31,31
569,147,71,56,29,154,56,54,30,7,128,128,128,128,30,154,32,56,32,54,128
570,74,74,74,74,74,74,74,79,74,74,74,79,74,74,74,74,74,74,74,74
571,82,148,82,148,148,148,82,148,82,82,97,148,82,82,82,148,82,148,97,82
572,2,2,2,2,2,2,2,70,2,2,2,2,2,2,2,0,2,70,2,2
573,57,138,57,120,68,71,57,19,102,45,57,67,45,105,57,117,45,37,3,128
574,134,133,134,89,134,89,134,133,89,134,134,86,134,133,134,88,89,88,89,134
575,133,133,133,123,133,7,123,88,133,133,133,47,47,133,133,88,133,88,82,82
576,33,33,33,2,33,48,33,33,57,33,33,9,33,33,33,33,33,33,33,33
577,145,12,52,52,63,145,52,42,51,52,52,12,52,145,145,52,52,35,52,52
578,4,50,4,49,4,4,4,50,4,4,4,66,4,50,4,50,4,50,54,4
579,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,42,43
580,57,150,47,7,57,11,25,150,142,49,49,142,49,142,47,20,47,121,35,150
581,35,9,35,9,35,51,35,44,5,5,35,6,154,44,35,44,5,9,35,35
582,104,105,23,42,110,105,143,123,57,143,30,38,142,105,104,29,23,25,105,143
583,64,10,64,21,30,32,64,32,64,64,64,30,64,32,64,25,64,21,64,64
584,148,82,148,133,148,82,148,148,148,82,75,82,133,133,75,135,148,91,148,133
585,109,112,100,54,46,109,46,109,112,109,60,141,32,53,46,112,32,53,120,64
586,75,75,75,75,75,75,75,75,75,75,75,61,75,75,75,75,75,75,75,75
587,47,23,33,47,36,8,13,36,1,144,47,47,47,100,18,6,127,62,150,18
588,124,123,124,122,122,124,124,122,123,122,123,141,124,123,124,122,124,124,124,124
589,13,124,13,122,124,124,123,134,124,124,60,124,20,122,123,64,15,122,25,127
590,144,40,23,69,125,34,47,17,108,144,108,64,144,69,144,64,22,69,21,23
591,107,109,107,109,103,126,107,101,103,107,107,101,107,103,107,103,107,101,103,107
592,68,27,68,72,48,27,10,42,48,68,8,68,68,27,68,28,68,27,8,68
593,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
594,76,95,77,93,76,95,76,95,76,90,76,80,90,93,76,95,77,132,76,76
595,128,23,47,20,128,23,36,30,128,24,128,46,128,72,128,42,128,23,150,46
596,72,126,72,101,72,112,9,129,72,45,45,101,9,129,72,27,72,129,72,72
597,66,23,59,59,30,58,145,23,23,23,144,125,144,59,23,14,145,59,103,109
598,136,136,138,140,136,23,50,126,71,138,136,128,138,138,136,72,121,103,126,138
599,59,23,59,23,58,109,59,23,59,59,58,30,59,103,59,103,59,23,59,58
600,123,124,117,124,124,124,123,122,122,123,122,124,123,53,123,110,123,114,71,123
601,59,59,59,59,59,23,59,59,59,59,59,23,59,59,59,59,59,59,59,59
602,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,19,129,19,129,129
603,1,1,1,1,1,1,1,1,1,1,1,125,1,150,1,44,1,1,1,1
604,128,122,128,124,128,122,128,122,122,128,128,124,128,128,128,128,128,124,128,128
605,51,54,121,54,51,54,50,4,4,50,51,4,51,54,51,54,121,49,49,50
606,50,29,4,29,4,29,7,138,50,4,29,29,4,121,50,29,7,66,50,7
607,105,120,105,119,105,105,105,120,105,105,105,99,105,99,99,105,105,99,99,73
608,149,124,117,124,149,122,117,149,116,19,129,27,127,113,2,124,117,2,117,19
609,126,101,126,101,126,101,126,101,126,126,126,126,126,103,126,126,126,101,126,126
610,59,41,59,118,59,118,59,118,59,59,59,118,59,58,59,58,59,58,59,59
611,39,39,39,127,39,114,36,109,53,36,36,53,39,112,53,112,32,122,39,39
612,54,124,54,53,49,53,54,53,124,54,54,6,54,46,54,123,54,124,53,54
613,23,23,23,23,23,23,23,23,23,23,23,22,23,23,23,23,23,23,23,23
614,9,32,9,72,9,32,9,3,72,9,9,32,9,72,9,32,9,72,9,9
615,25,28,8,28,25,9,48,28,28,25,28,28,25,28,25,44,25,25,28,25
616,122,145,127,143,122,111,49,88,47,127,142,142,150,143,47,150,127,128,126,6
617,136,141,136,141,136,141,136,6,141,136,136,127,151,141,136,141,136,141,136,136
618,47,47,47,47,47,47,47,45,47,47,47,102,47,109,47,45,47,47,47,47
619,16,15,16,73,5,16,16,16,5,5,5,16,5,73,17,15,58,15,16,16
620,145,73,35,73,145,56,35,35,145,35,35,35,35,73,145,145,35,73,35,35
621,120,120,120,120,120,120,120,113,120,120,120,113,120,120,120,120,120,120,120,120
622,57,143,33,5,28,128,48,2,47,57,48,142,47,110,48,142,33,142,142,47
623,129,129,43,102,38,101,38,101,114,115,26,42,129,102,129,101,129,143,129,115
624,127,6,8,28,10,124,10,8,28,127,10,14,47,141,25,6,25,141,10,18
625,50,73,50,62,49,11,49,6,50,50,50,66,54,11,50,142,6,69,109,29
626,94,130,85,84,94,93,89,93,91,94,93,91,94,80,94,91,89,130,93,94
627,50,6,50,49,50,49,50,49,50,50,49,4,50,49,121,6,50,4,50,49
628,86,148,82,82,86,82,82,148,84,82,82,74,82,82,85,84,82,82,81,82
629,66,20,140,139,66,139,139,66,66,140,139,150,140,150,140,139,140,66,140,140
630,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
631,9,48,48,48,57,48,48,8,48,57,57,8,57,48,9,8,48,8,9,28
632,127,122,127,128,127,122,127,122,122,127,127,42,128,46,127,127,127,42,128,127
633,57,33,57,0,57,48,57,102,57,57,57,102,57,8,57,18,57,102,57,57
634,133,133,47,123,142,97,47,51,123,47,123,123,47,47,133,88,47,88,82,122
635,23,30,23,23,30,23,30,23,58,23,43,58,59,103,23,46,59,23,109,61
636,121,121,121,3,121,121,121,121,121,121,121,17,121,121,121,121,121,121,121,121
637,87,146,87,78,87,146,87,146,77,78,87,146,87,76,146,146,78,78,146,78
638,67,42,2,140,67,70,69,70,111,2,2,69,2,120,67,70,2,105,2,2
639,1,1,1,1,1,44,1,1,1,1,1,48,1,1,1,48,1,1,1,1
640,152,143,59,0,30,4,147,73,47,30,30,139,100,143,30,20,147,150,23,100
641,88,133,88,48,142,123,142,131,47,133,88,47,47,133,133,47,47,133,82,82
642,128,126,128,126,128,126,126,142,142,126,128,142,128,142,128,142,128,136,128,128
